ID,Pred
2015_1209_1372,0.507
2015_1209_1374,0.3325
2015_1209_1385,0.356
2015_1209_1400,0.494
2015_1209_1411,0.8455
2015_1209_1412,0.634
2015_1209_1414,0.66
2015_1209_1417,0.361
2015_1209_1428,0.1765
2015_1209_1433,0.283
2015_1209_1434,0.5005
2015_1209_1437,0.047
2015_1209_1438,0.1485
2015_1209_1452,0.2285
2015_1209_1455,0.137
2015_1209_1458,0.0495
2015_1209_1459,0.55
2015_1209_1461,0.5935
2015_1209_1462,0.1235
2015_1211_1214,0.9005
2015_1211_1217,0.8635
2015_1211_1231,0.889
2015_1211_1234,0.968
2015_1211_1235,0.692
2015_1211_1242,0.688
2015_1211_1246,0.4575
2015_1211_1248,0.9485
2015_1211_1257,0.689
2015_1211_1261,0.848
2015_1211_1264,0.878
2015_1211_1268,0.8295
2015_1211_1277,0.8835
2015_1211_1279,0.8975
2015_1211_1295,0.9745
2015_1211_1301,0.8035
2015_1211_1308,0.935
2015_1211_1314,0.7195
2015_1211_1316,0.9855
2015_1211_1318,0.974
2015_1211_1320,0.7685
2015_1211_1323,0.5865
2015_1211_1326,0.7815
2015_1211_1328,0.729
2015_1211_1329,0.788
2015_1211_1332,0.936
2015_1211_1344,0.946
2015_1211_1345,0.934
2015_1211_1352,0.986
2015_1211_1361,0.743
2015_1211_1372,0.884
2015_1211_1374,0.838
2015_1211_1385,0.7255
2015_1211_1400,0.7365
2015_1211_1411,0.891
2015_1211_1412,0.913
2015_1211_1414,0.981
2015_1211_1417,0.9765
2015_1211_1428,0.7745
2015_1211_1433,0.82
2015_1211_1434,0.9355
2015_1211_1437,0.5805
2015_1211_1438,0.4815
2015_1211_1452,0.7675
2015_1211_1455,0.73
2015_1211_1458,0.55
2015_1211_1459,0.955
2015_1211_1461,0.892
2015_1211_1462,0.9255
2015_1214_1217,0.252
2015_1214_1231,0.127
2015_1214_1234,0.0595
2015_1214_1235,0.092
2015_1214_1242,0.071
2015_1214_1246,0.007
2015_1214_1248,0.3455
2015_1214_1257,0.0215
2015_1214_1261,0.134
2015_1214_1264,0.288
2015_1214_1268,0.071
2015_1214_1277,0.0735
2015_1214_1279,0.108
2015_1214_1295,0.327
2015_1214_1301,0.0755
2015_1214_1308,0.3205
2015_1214_1314,0.051
2015_1214_1316,0.252
2015_1214_1318,0.2765
2015_1214_1320,0.0245
2015_1214_1323,0.012
2015_1214_1326,0.047
2015_1214_1328,0.061
2015_1214_1329,0.157
2015_1214_1332,0.0925
2015_1214_1344,0.0825
2015_1214_1345,0.101
2015_1214_1352,0.3005
2015_1214_1361,0.1365
2015_1214_1372,0.182
2015_1214_1374,0.126
2015_1214_1385,0.1445
2015_1214_1400,0.1525
2015_1214_1411,0.3935
2015_1214_1412,0.301
2015_1214_1414,0.227
2015_1214_1417,0.078
2015_1214_1428,0.0105
2015_1214_1433,0.1485
2015_1214_1434,0.1615
2015_1214_1437,0.005
2015_1214_1438,0.028
2015_1214_1452,0.079
2015_1214_1455,0.0185
2015_1214_1458,0.0085
2015_1214_1459,0.1985
2015_1214_1461,0.275
2015_1214_1462,0.1045
2015_1217_1231,0.3715
2015_1217_1234,0.224
2015_1217_1235,0.1735
2015_1217_1242,0.193
2015_1217_1246,0.091
2015_1217_1248,0.722
2015_1217_1257,0.152
2015_1217_1261,0.3805
2015_1217_1264,0.61
2015_1217_1268,0.163
2015_1217_1277,0.121
2015_1217_1279,0.3375
2015_1217_1295,0.6085
2015_1217_1301,0.293
2015_1217_1308,0.619
2015_1217_1314,0.026
2015_1217_1316,0.651
2015_1217_1318,0.587
2015_1217_1320,0.3425
2015_1217_1323,0.111
2015_1217_1326,0.1105
2015_1217_1328,0.2325
2015_1217_1329,0.5045
2015_1217_1332,0.3605
2015_1217_1344,0.2455
2015_1217_1345,0.3315
2015_1217_1352,0.6285
2015_1217_1361,0.301
2015_1217_1372,0.5035
2015_1217_1374,0.3115
2015_1217_1385,0.3625
2015_1217_1400,0.485
2015_1217_1411,0.8195
2015_1217_1412,0.608
2015_1217_1414,0.5545
2015_1217_1417,0.3605
2015_1217_1428,0.094
2015_1217_1433,0.2805
2015_1217_1434,0.5125
2015_1217_1437,0.0525
2015_1217_1438,0.0575
2015_1217_1452,0.2395
2015_1217_1455,0.1275
2015_1217_1458,0.0305
2015_1217_1459,0.5815
2015_1217_1461,0.5445
2015_1217_1462,0.2115
2015_1231_1234,0.372
2015_1231_1235,0.2415
2015_1231_1242,0.349
2015_1231_1246,0.207
2015_1231_1248,0.8215
2015_1231_1257,0.3245
2015_1231_1261,0.4995
2015_1231_1264,0.739
2015_1231_1268,0.3555
2015_1231_1277,0.322
2015_1231_1279,0.5955
2015_1231_1295,0.807
2015_1231_1301,0.5915
2015_1231_1308,0.6965
2015_1231_1314,0.252
2015_1231_1316,0.821
2015_1231_1318,0.8375
2015_1231_1320,0.2735
2015_1231_1323,0.1285
2015_1231_1326,0.221
2015_1231_1328,0.2945
2015_1231_1329,0.481
2015_1231_1332,0.4045
2015_1231_1344,0.353
2015_1231_1345,0.533
2015_1231_1352,0.763
2015_1231_1361,0.4315
2015_1231_1372,0.5065
2015_1231_1374,0.411
2015_1231_1385,0.544
2015_1231_1400,0.4285
2015_1231_1411,0.7715
2015_1231_1412,0.7255
2015_1231_1414,0.768
2015_1231_1417,0.544
2015_1231_1428,0.238
2015_1231_1433,0.374
2015_1231_1434,0.5155
2015_1231_1437,0.1685
2015_1231_1438,0.273
2015_1231_1452,0.332
2015_1231_1455,0.28
2015_1231_1458,0.151
2015_1231_1459,0.6135
2015_1231_1461,0.6775
2015_1231_1462,0.4255
2015_1234_1235,0.318
2015_1234_1242,0.38
2015_1234_1246,0.177
2015_1234_1248,0.821
2015_1234_1257,0.38
2015_1234_1261,0.521
2015_1234_1264,0.825
2015_1234_1268,0.552
2015_1234_1277,0.516
2015_1234_1279,0.5725
2015_1234_1295,0.843
2015_1234_1301,0.5395
2015_1234_1308,0.7655
2015_1234_1314,0.328
2015_1234_1316,0.877
2015_1234_1318,0.8935
2015_1234_1320,0.43
2015_1234_1323,0.298
2015_1234_1326,0.3045
2015_1234_1328,0.446
2015_1234_1329,0.5215
2015_1234_1332,0.6415
2015_1234_1344,0.5405
2015_1234_1345,0.576
2015_1234_1352,0.8725
2015_1234_1361,0.4985
2015_1234_1372,0.6035
2015_1234_1374,0.4895
2015_1234_1385,0.5835
2015_1234_1400,0.4965
2015_1234_1411,0.8985
2015_1234_1412,0.8735
2015_1234_1414,0.9175
2015_1234_1417,0.5525
2015_1234_1428,0.3695
2015_1234_1433,0.466
2015_1234_1434,0.625
2015_1234_1437,0.1365
2015_1234_1438,0.2475
2015_1234_1452,0.396
2015_1234_1455,0.3515
2015_1234_1458,0.0925
2015_1234_1459,0.776
2015_1234_1461,0.7275
2015_1234_1462,0.585
2015_1235_1242,0.6275
2015_1235_1246,0.343
2015_1235_1248,0.9725
2015_1235_1257,0.4775
2015_1235_1261,0.6455
2015_1235_1264,0.715
2015_1235_1268,0.6185
2015_1235_1277,0.486
2015_1235_1279,0.804
2015_1235_1295,0.8905
2015_1235_1301,0.6695
2015_1235_1308,0.7825
2015_1235_1314,0.516
2015_1235_1316,0.9795
2015_1235_1318,0.9445
2015_1235_1320,0.594
2015_1235_1323,0.5025
2015_1235_1326,0.478
2015_1235_1328,0.4425
2015_1235_1329,0.7585
2015_1235_1332,0.7405
2015_1235_1344,0.7225
2015_1235_1345,0.787
2015_1235_1352,0.9705
2015_1235_1361,0.6205
2015_1235_1372,0.689
2015_1235_1374,0.6365
2015_1235_1385,0.6865
2015_1235_1400,0.6245
2015_1235_1411,0.965
2015_1235_1412,0.3085
2015_1235_1414,0.8485
2015_1235_1417,0.758
2015_1235_1428,0.5055
2015_1235_1433,0.6595
2015_1235_1434,0.7875
2015_1235_1437,0.3785
2015_1235_1438,0.488
2015_1235_1452,0.5415
2015_1235_1455,0.4565
2015_1235_1458,0.239
2015_1235_1459,0.826
2015_1235_1461,0.8365
2015_1235_1462,0.6945
2015_1242_1246,0.3225
2015_1242_1248,0.8555
2015_1242_1257,0.4215
2015_1242_1261,0.569
2015_1242_1264,0.7145
2015_1242_1268,0.63
2015_1242_1277,0.5375
2015_1242_1279,0.653
2015_1242_1295,0.873
2015_1242_1301,0.6185
2015_1242_1308,0.7595
2015_1242_1314,0.5075
2015_1242_1316,0.906
2015_1242_1318,0.9185
2015_1242_1320,0.569
2015_1242_1323,0.455
2015_1242_1326,0.47
2015_1242_1328,0.422
2015_1242_1329,0.6835
2015_1242_1332,0.6055
2015_1242_1344,0.61
2015_1242_1345,0.6245
2015_1242_1352,0.925
2015_1242_1361,0.5245
2015_1242_1372,0.658
2015_1242_1374,0.5565
2015_1242_1385,0.6905
2015_1242_1400,0.593
2015_1242_1411,0.975
2015_1242_1412,0.69
2015_1242_1414,0.85
2015_1242_1417,0.6505
2015_1242_1428,0.449
2015_1242_1433,0.539
2015_1242_1434,0.709
2015_1242_1437,0.414
2015_1242_1438,0.426
2015_1242_1452,0.5625
2015_1242_1455,0.2165
2015_1242_1458,0.2535
2015_1242_1459,0.724
2015_1242_1461,0.7015
2015_1242_1462,0.6245
2015_1246_1248,0.8945
2015_1246_1257,0.7615
2015_1246_1261,0.8755
2015_1246_1264,0.891
2015_1246_1268,0.774
2015_1246_1277,0.7945
2015_1246_1279,0.8485
2015_1246_1295,0.926
2015_1246_1301,0.753
2015_1246_1308,0.9495
2015_1246_1314,0.7325
2015_1246_1316,0.9085
2015_1246_1318,0.943
2015_1246_1320,0.7735
2015_1246_1323,0.888
2015_1246_1326,0.761
2015_1246_1328,0.7805
2015_1246_1329,0.821
2015_1246_1332,0.7885
2015_1246_1344,0.8505
2015_1246_1345,0.872
2015_1246_1352,0.9235
2015_1246_1361,0.8805
2015_1246_1372,0.887
2015_1246_1374,0.872
2015_1246_1385,0.7785
2015_1246_1400,0.7885
2015_1246_1411,0.935
2015_1246_1412,0.939
2015_1246_1414,0.9395
2015_1246_1417,0.862
2015_1246_1428,0.8495
2015_1246_1433,0.749
2015_1246_1434,0.933
2015_1246_1437,0.5755
2015_1246_1438,0.6315
2015_1246_1452,0.8875
2015_1246_1455,0.766
2015_1246_1458,0.256
2015_1246_1459,0.9325
2015_1246_1461,0.835
2015_1246_1462,0.817
2015_1248_1257,0.2065
2015_1248_1261,0.2245
2015_1248_1264,0.4105
2015_1248_1268,0.168
2015_1248_1277,0.069
2015_1248_1279,0.24
2015_1248_1295,0.4275
2015_1248_1301,0.256
2015_1248_1308,0.3775
2015_1248_1314,0.044
2015_1248_1316,0.5095
2015_1248_1318,0.3575
2015_1248_1320,0.1315
2015_1248_1323,0.0055
2015_1248_1326,0.044
2015_1248_1328,0.186
2015_1248_1329,0.286
2015_1248_1332,0.1465
2015_1248_1344,0.17
2015_1248_1345,0.218
2015_1248_1352,0.5465
2015_1248_1361,0.2415
2015_1248_1372,0.244
2015_1248_1374,0.168
2015_1248_1385,0.242
2015_1248_1400,0.3205
2015_1248_1411,0.6
2015_1248_1412,0.38
2015_1248_1414,0.3415
2015_1248_1417,0.2105
2015_1248_1428,0.0705
2015_1248_1433,0.1745
2015_1248_1434,0.2815
2015_1248_1437,0.009
2015_1248_1438,0.053
2015_1248_1452,0.1885
2015_1248_1455,0.081
2015_1248_1458,0.0205
2015_1248_1459,0.2625
2015_1248_1461,0.2675
2015_1248_1462,0.078
2015_1257_1261,0.715
2015_1257_1264,0.8565
2015_1257_1268,0.701
2015_1257_1277,0.206
2015_1257_1279,0.6895
2015_1257_1295,0.9005
2015_1257_1301,0.887
2015_1257_1308,0.7305
2015_1257_1314,0.508
2015_1257_1316,0.8435
2015_1257_1318,0.855
2015_1257_1320,0.84
2015_1257_1323,0.3885
2015_1257_1326,0.451
2015_1257_1328,0.467
2015_1257_1329,0.7015
2015_1257_1332,0.6075
2015_1257_1344,0.608
2015_1257_1345,0.6735
2015_1257_1352,0.8955
2015_1257_1361,0.654
2015_1257_1372,0.6745
2015_1257_1374,0.6075
2015_1257_1385,0.7345
2015_1257_1400,0.681
2015_1257_1411,0.904
2015_1257_1412,0.8575
2015_1257_1414,0.95
2015_1257_1417,0.657
2015_1257_1428,0.543
2015_1257_1433,0.58
2015_1257_1434,0.7655
2015_1257_1437,0.296
2015_1257_1438,0.3125
2015_1257_1452,0.582
2015_1257_1455,0.532
2015_1257_1458,0.3085
2015_1257_1459,0.7705
2015_1257_1461,0.753
2015_1257_1462,0.552
2015_1261_1264,0.742
2015_1261_1268,0.3805
2015_1261_1277,0.34
2015_1261_1279,0.593
2015_1261_1295,0.7435
2015_1261_1301,0.1595
2015_1261_1308,0.645
2015_1261_1314,0.279
2015_1261_1316,0.7595
2015_1261_1318,0.79
2015_1261_1320,0.399
2015_1261_1323,0.256
2015_1261_1326,0.1845
2015_1261_1328,0.3835
2015_1261_1329,0.541
2015_1261_1332,0.509
2015_1261_1344,0.458
2015_1261_1345,0.546
2015_1261_1352,0.781
2015_1261_1361,0.407
2015_1261_1372,0.6415
2015_1261_1374,0.436
2015_1261_1385,0.5085
2015_1261_1400,0.5125
2015_1261_1411,0.843
2015_1261_1412,0.806
2015_1261_1414,0.768
2015_1261_1417,0.501
2015_1261_1428,0.268
2015_1261_1433,0.409
2015_1261_1434,0.633
2015_1261_1437,0.191
2015_1261_1438,0.278
2015_1261_1452,0.3615
2015_1261_1455,0.33
2015_1261_1458,0.1795
2015_1261_1459,0.702
2015_1261_1461,0.6785
2015_1261_1462,0.373
2015_1264_1268,0.219
2015_1264_1277,0.091
2015_1264_1279,0.139
2015_1264_1295,0.4915
2015_1264_1301,0.2215
2015_1264_1308,0.4975
2015_1264_1314,0.0525
2015_1264_1316,0.569
2015_1264_1318,0.4515
2015_1264_1320,0.127
2015_1264_1323,0.024
2015_1264_1326,0.093
2015_1264_1328,0.236
2015_1264_1329,0.3435
2015_1264_1332,0.137
2015_1264_1344,0.109
2015_1264_1345,0.168
2015_1264_1352,0.548
2015_1264_1361,0.3825
2015_1264_1372,0.3035
2015_1264_1374,0.2145
2015_1264_1385,0.2365
2015_1264_1400,0.407
2015_1264_1411,0.7115
2015_1264_1412,0.4575
2015_1264_1414,0.4925
2015_1264_1417,0.2065
2015_1264_1428,0.104
2015_1264_1433,0.2025
2015_1264_1434,0.3815
2015_1264_1437,0.0215
2015_1264_1438,0.067
2015_1264_1452,0.149
2015_1264_1455,0.076
2015_1264_1458,0.0265
2015_1264_1459,0.3875
2015_1264_1461,0.3605
2015_1264_1462,0.0815
2015_1268_1277,0.493
2015_1268_1279,0.558
2015_1268_1295,0.915
2015_1268_1301,0.6065
2015_1268_1308,0.8365
2015_1268_1314,0.448
2015_1268_1316,0.858
2015_1268_1318,0.898
2015_1268_1320,0.495
2015_1268_1323,0.33
2015_1268_1326,0.4465
2015_1268_1328,0.443
2015_1268_1329,0.6425
2015_1268_1332,0.55
2015_1268_1344,0.4855
2015_1268_1345,0.525
2015_1268_1352,0.905
2015_1268_1361,0.4955
2015_1268_1372,0.634
2015_1268_1374,0.552
2015_1268_1385,0.5635
2015_1268_1400,0.4875
2015_1268_1411,0.9245
2015_1268_1412,0.7825
2015_1268_1414,0.8405
2015_1268_1417,0.538
2015_1268_1428,0.399
2015_1268_1433,0.5205
2015_1268_1434,0.9115
2015_1268_1437,0.246
2015_1268_1438,0.2735
2015_1268_1452,0.2
2015_1268_1455,0.3695
2015_1268_1458,0.139
2015_1268_1459,0.8065
2015_1268_1461,0.691
2015_1268_1462,0.536
2015_1277_1279,0.691
2015_1277_1295,0.8805
2015_1277_1301,0.5995
2015_1277_1308,0.7975
2015_1277_1314,0.5125
2015_1277_1316,0.908
2015_1277_1318,0.931
2015_1277_1320,0.445
2015_1277_1323,0.363
2015_1277_1326,0.4715
2015_1277_1328,0.817
2015_1277_1329,0.64
2015_1277_1332,0.626
2015_1277_1344,0.6195
2015_1277_1345,0.7155
2015_1277_1352,0.9255
2015_1277_1361,0.556
2015_1277_1372,0.6825
2015_1277_1374,0.555
2015_1277_1385,0.534
2015_1277_1400,0.562
2015_1277_1411,0.914
2015_1277_1412,0.85
2015_1277_1414,0.9245
2015_1277_1417,0.6615
2015_1277_1428,0.5225
2015_1277_1433,0.5165
2015_1277_1434,0.761
2015_1277_1437,0.2575
2015_1277_1438,0.734
2015_1277_1452,0.532
2015_1277_1455,0.475
2015_1277_1458,0.174
2015_1277_1459,0.8455
2015_1277_1461,0.798
2015_1277_1462,0.615
2015_1279_1295,0.8495
2015_1279_1301,0.4035
2015_1279_1308,0.7155
2015_1279_1314,0.249
2015_1279_1316,0.8375
2015_1279_1318,0.8565
2015_1279_1320,0.3315
2015_1279_1323,0.1575
2015_1279_1326,0.2125
2015_1279_1328,0.363
2015_1279_1329,0.501
2015_1279_1332,0.429
2015_1279_1344,0.4225
2015_1279_1345,0.5475
2015_1279_1352,0.83
2015_1279_1361,0.3655
2015_1279_1372,0.528
2015_1279_1374,0.493
2015_1279_1385,0.526
2015_1279_1400,0.4395
2015_1279_1411,0.8605
2015_1279_1412,0.8505
2015_1279_1414,0.801
2015_1279_1417,0.458
2015_1279_1428,0.2495
2015_1279_1433,0.297
2015_1279_1434,0.521
2015_1279_1437,0.1245
2015_1279_1438,0.2435
2015_1279_1452,0.2605
2015_1279_1455,0.2455
2015_1279_1458,0.149
2015_1279_1459,0.6115
2015_1279_1461,0.712
2015_1279_1462,0.148
2015_1295_1301,0.1135
2015_1295_1308,0.448
2015_1295_1314,0.0465
2015_1295_1316,0.6055
2015_1295_1318,0.509
2015_1295_1320,0.0525
2015_1295_1323,0.0205
2015_1295_1326,0.0975
2015_1295_1328,0.059
2015_1295_1329,0.1545
2015_1295_1332,0.0565
2015_1295_1344,0.112
2015_1295_1345,0.1675
2015_1295_1352,0.5845
2015_1295_1361,0.202
2015_1295_1372,0.278
2015_1295_1374,0.165
2015_1295_1385,0.172
2015_1295_1400,0.237
2015_1295_1411,0.7125
2015_1295_1412,0.5525
2015_1295_1414,0.4225
2015_1295_1417,0.165
2015_1295_1428,0.034
2015_1295_1433,0.126
2015_1295_1434,0.2755
2015_1295_1437,0.014
2015_1295_1438,0.0205
2015_1295_1452,0.1665
2015_1295_1455,0.0355
2015_1295_1458,0.0005
2015_1295_1459,0.284
2015_1295_1461,0.3185
2015_1295_1462,0.0955
2015_1301_1308,0.736
2015_1301_1314,0.3225
2015_1301_1316,0.8075
2015_1301_1318,0.8525
2015_1301_1320,0.422
2015_1301_1323,0.246
2015_1301_1326,0.327
2015_1301_1328,0.309
2015_1301_1329,0.444
2015_1301_1332,0.43
2015_1301_1344,0.43
2015_1301_1345,0.643
2015_1301_1352,0.763
2015_1301_1361,0.4565
2015_1301_1372,0.548
2015_1301_1374,0.519
2015_1301_1385,0.5005
2015_1301_1400,0.5855
2015_1301_1411,0.8475
2015_1301_1412,0.796
2015_1301_1414,0.8445
2015_1301_1417,0.541
2015_1301_1428,0.2725
2015_1301_1433,0.4065
2015_1301_1434,0.5935
2015_1301_1437,0.1805
2015_1301_1438,0.2425
2015_1301_1452,0.4395
2015_1301_1455,0.405
2015_1301_1458,0.094
2015_1301_1459,0.676
2015_1301_1461,0.7095
2015_1301_1462,0.544
2015_1308_1314,0.1695
2015_1308_1316,0.6195
2015_1308_1318,0.541
2015_1308_1320,0.073
2015_1308_1323,0.0425
2015_1308_1326,0.137
2015_1308_1328,0.1575
2015_1308_1329,0.3365
2015_1308_1332,0.283
2015_1308_1344,0.173
2015_1308_1345,0.273
2015_1308_1352,0.593
2015_1308_1361,0.2425
2015_1308_1372,0.3085
2015_1308_1374,0.1915
2015_1308_1385,0.3395
2015_1308_1400,0.3085
2015_1308_1411,0.7435
2015_1308_1412,0.546
2015_1308_1414,0.517
2015_1308_1417,0.2935
2015_1308_1428,0.044
2015_1308_1433,0.254
2015_1308_1434,0.402
2015_1308_1437,0.019
2015_1308_1438,0.0195
2015_1308_1452,0.211
2015_1308_1455,0.042
2015_1308_1458,0.018
2015_1308_1459,0.4405
2015_1308_1461,0.431
2015_1308_1462,0.153
2015_1314_1316,0.9345
2015_1314_1318,0.955
2015_1314_1320,0.5885
2015_1314_1323,0.4305
2015_1314_1326,0.451
2015_1314_1328,0.484
2015_1314_1329,0.782
2015_1314_1332,0.675
2015_1314_1344,0.693
2015_1314_1345,0.7585
2015_1314_1352,0.968
2015_1314_1361,0.6795
2015_1314_1372,0.781
2015_1314_1374,0.6285
2015_1314_1385,0.6715
2015_1314_1400,0.6575
2015_1314_1411,0.9435
2015_1314_1412,0.8635
2015_1314_1414,0.953
2015_1314_1417,0.686
2015_1314_1428,0.5125
2015_1314_1433,0.524
2015_1314_1434,0.8165
2015_1314_1437,0.3545
2015_1314_1438,0.388
2015_1314_1452,0.5405
2015_1314_1455,0.501
2015_1314_1458,0.1005
2015_1314_1459,0.859
2015_1314_1461,0.816
2015_1314_1462,0.63
2015_1316_1318,0.3955
2015_1316_1320,0.048
2015_1316_1323,0.0015
2015_1316_1326,0.0565
2015_1316_1328,0.0605
2015_1316_1329,0.2165
2015_1316_1332,0.1555
2015_1316_1344,0.083
2015_1316_1345,0.1235
2015_1316_1352,0.2035
2015_1316_1361,0.291
2015_1316_1372,0.1715
2015_1316_1374,0.1
2015_1316_1385,0.186
2015_1316_1400,0.3155
2015_1316_1411,0.7325
2015_1316_1412,0.4425
2015_1316_1414,0.326
2015_1316_1417,0.162
2015_1316_1428,0.05
2015_1316_1433,0.0705
2015_1316_1434,0.252
2015_1316_1437,0.0
2015_1316_1438,0.046
2015_1316_1452,0.1255
2015_1316_1455,0.0295
2015_1316_1458,0.005
2015_1316_1459,0.257
2015_1316_1461,0.2525
2015_1316_1462,0.086
2015_1318_1320,0.0935
2015_1318_1323,0.0125
2015_1318_1326,0.0795
2015_1318_1328,0.085
2015_1318_1329,0.22
2015_1318_1332,0.1375
2015_1318_1344,0.0745
2015_1318_1345,0.151
2015_1318_1352,0.596
2015_1318_1361,0.3205
2015_1318_1372,0.247
2015_1318_1374,0.0895
2015_1318_1385,0.3
2015_1318_1400,0.2505
2015_1318_1411,0.7805
2015_1318_1412,0.5325
2015_1318_1414,0.508
2015_1318_1417,0.145
2015_1318_1428,0.0165
2015_1318_1433,0.147
2015_1318_1434,0.3315
2015_1318_1437,0.0175
2015_1318_1438,0.0155
2015_1318_1452,0.1475
2015_1318_1455,0.0625
2015_1318_1458,0.002
2015_1318_1459,0.3745
2015_1318_1461,0.3895
2015_1318_1462,0.047
2015_1320_1323,0.3275
2015_1320_1326,0.482
2015_1320_1328,0.473
2015_1320_1329,0.609
2015_1320_1332,0.716
2015_1320_1344,0.6395
2015_1320_1345,0.686
2015_1320_1352,0.9475
2015_1320_1361,0.47
2015_1320_1372,0.584
2015_1320_1374,0.435
2015_1320_1385,0.633
2015_1320_1400,0.5455
2015_1320_1411,0.956
2015_1320_1412,0.822
2015_1320_1414,0.848
2015_1320_1417,0.6795
2015_1320_1428,0.417
2015_1320_1433,0.485
2015_1320_1434,0.678
2015_1320_1437,0.176
2015_1320_1438,0.294
2015_1320_1452,0.4615
2015_1320_1455,0.377
2015_1320_1458,0.1395
2015_1320_1459,0.771
2015_1320_1461,0.8925
2015_1320_1462,0.6115
2015_1323_1326,0.5565
2015_1323_1328,0.5835
2015_1323_1329,0.7925
2015_1323_1332,0.741
2015_1323_1344,0.7505
2015_1323_1345,0.7605
2015_1323_1352,0.9155
2015_1323_1361,0.702
2015_1323_1372,0.801
2015_1323_1374,0.725
2015_1323_1385,0.689
2015_1323_1400,0.639
2015_1323_1411,0.91
2015_1323_1412,0.8175
2015_1323_1414,0.8835
2015_1323_1417,0.8265
2015_1323_1428,0.6035
2015_1323_1433,0.6925
2015_1323_1434,0.9045
2015_1323_1437,0.386
2015_1323_1438,0.423
2015_1323_1452,0.6525
2015_1323_1455,0.853
2015_1323_1458,0.36
2015_1323_1459,0.9085
2015_1323_1461,0.8435
2015_1323_1462,0.748
2015_1326_1328,0.527
2015_1326_1329,0.6745
2015_1326_1332,0.7495
2015_1326_1344,0.7205
2015_1326_1345,0.7975
2015_1326_1352,0.9035
2015_1326_1361,0.575
2015_1326_1372,0.7035
2015_1326_1374,0.579
2015_1326_1385,0.7285
2015_1326_1400,0.6265
2015_1326_1411,0.8825
2015_1326_1412,0.8765
2015_1326_1414,0.9305
2015_1326_1417,0.8155
2015_1326_1428,0.4845
2015_1326_1433,0.598
2015_1326_1434,0.824
2015_1326_1437,0.2805
2015_1326_1438,0.3645
2015_1326_1452,0.5565
2015_1326_1455,0.489
2015_1326_1458,0.2545
2015_1326_1459,0.792
2015_1326_1461,0.791
2015_1326_1462,0.6235
2015_1328_1329,0.7645
2015_1328_1332,0.5845
2015_1328_1344,0.618
2015_1328_1345,0.6275
2015_1328_1352,0.9445
2015_1328_1361,0.5905
2015_1328_1372,0.599
2015_1328_1374,0.6335
2015_1328_1385,0.696
2015_1328_1400,0.619
2015_1328_1411,0.963
2015_1328_1412,0.8105
2015_1328_1414,0.8545
2015_1328_1417,0.6185
2015_1328_1428,0.4915
2015_1328_1433,0.656
2015_1328_1434,0.73
2015_1328_1437,0.327
2015_1328_1438,0.328
2015_1328_1452,0.598
2015_1328_1455,0.5125
2015_1328_1458,0.2415
2015_1328_1459,0.722
2015_1328_1461,0.7915
2015_1328_1462,0.512
2015_1329_1332,0.157
2015_1329_1344,0.462
2015_1329_1345,0.6355
2015_1329_1352,0.7025
2015_1329_1361,0.363
2015_1329_1372,0.525
2015_1329_1374,0.4005
2015_1329_1385,0.573
2015_1329_1400,0.4975
2015_1329_1411,0.7715
2015_1329_1412,0.654
2015_1329_1414,0.657
2015_1329_1417,0.514
2015_1329_1428,0.2905
2015_1329_1433,0.41
2015_1329_1434,0.3885
2015_1329_1437,0.113
2015_1329_1438,0.279
2015_1329_1452,0.3655
2015_1329_1455,0.226
2015_1329_1458,0.131
2015_1329_1459,0.6285
2015_1329_1461,0.611
2015_1329_1462,0.423
2015_1332_1344,0.4475
2015_1332_1345,0.547
2015_1332_1352,0.853
2015_1332_1361,0.457
2015_1332_1372,0.51
2015_1332_1374,0.3985
2015_1332_1385,0.493
2015_1332_1400,0.4935
2015_1332_1411,0.8705
2015_1332_1412,0.8145
2015_1332_1414,0.8535
2015_1332_1417,0.529
2015_1332_1428,0.287
2015_1332_1433,0.451
2015_1332_1434,0.5515
2015_1332_1437,0.1085
2015_1332_1438,0.339
2015_1332_1452,0.337
2015_1332_1455,0.3395
2015_1332_1458,0.162
2015_1332_1459,0.7165
2015_1332_1461,0.6645
2015_1332_1462,0.483
2015_1344_1345,0.5895
2015_1344_1352,0.8685
2015_1344_1361,0.4845
2015_1344_1372,0.5085
2015_1344_1374,0.4035
2015_1344_1385,0.5155
2015_1344_1400,0.5615
2015_1344_1411,0.8965
2015_1344_1412,0.794
2015_1344_1414,0.8915
2015_1344_1417,0.635
2015_1344_1428,0.331
2015_1344_1433,0.432
2015_1344_1434,0.542
2015_1344_1437,0.1185
2015_1344_1438,0.3195
2015_1344_1452,0.3775
2015_1344_1455,0.3915
2015_1344_1458,0.1155
2015_1344_1459,0.7385
2015_1344_1461,0.6785
2015_1344_1462,0.583
2015_1345_1352,0.8295
2015_1345_1361,0.412
2015_1345_1372,0.5335
2015_1345_1374,0.471
2015_1345_1385,0.501
2015_1345_1400,0.4185
2015_1345_1411,0.852
2015_1345_1412,0.8485
2015_1345_1414,0.844
2015_1345_1417,0.4785
2015_1345_1428,0.1865
2015_1345_1433,0.3265
2015_1345_1434,0.53
2015_1345_1437,0.0795
2015_1345_1438,0.2075
2015_1345_1452,0.253
2015_1345_1455,0.298
2015_1345_1458,0.0565
2015_1345_1459,0.687
2015_1345_1461,0.687
2015_1345_1462,0.417
2015_1352_1361,0.268
